,ID,innings,total_run,batters,bowlers,Venue
150,1254116,1,26,['RS Bopara' 'K Goel' 'KC Sangakkara' 'Yuvraj Singh'],['Z Khan' 'SL Malinga' 'Harbhajan Singh' 'DJ Bravo'],Sharjah Cricket Stadium
151,1254116,2,23,['ST Jayasuriya' 'S Dhawan' 'SR Tendulkar' 'JP Duminy' 'DJ Bravo'],['IK Pathan' 'VS Malik' 'RR Powar' 'YA Abdulla'],Sharjah Cricket Stadium
152,1254115,1,37,['AC Gilchrist' 'HH Gibbs' 'AA Bilakhia' 'RG Sharma'],['DP Nannes' 'A Nehra' 'PJ Sangwan'],Sharjah Cricket Stadium
153,1254115,2,41,['G Gambhir' 'V Sehwag' 'AB de Villiers' 'TM Dilshan'],['FH Edwards' 'RP Singh' 'Shoaib Ahmed'],Sharjah Cricket Stadium
154,1254114,1,40,['PA Patel' 'ML Hayden' 'SK Raina' 'S Badrinath'],['AD Mascarenhas' 'YK Pathan'],Dubai International Cricket Stadium
155,1254114,2,38,['RJ Quiney' 'GC Smith' 'SA Asnodkar' 'RA Jadeja'],['S Tyagi' 'JA Morkel' 'JDP Oram'],Dubai International Cricket Stadium
156,1254113,1,40,['ST Jayasuriya' 'SR Tendulkar' 'Harbhajan Singh' 'AM Nayar'],['I Sharma' 'AB Dinda' 'LR Shukla' 'M Kartik'],Sharjah Cricket Stadium
157,1254113,2,26,['CH Gayle' 'SC Ganguly' 'BJ Hodge' 'MN van Wyk'],['Z Khan' 'GR Napier' 'Harbhajan Singh' 'SL Malinga'],Sharjah Cricket Stadium
158,1254112,1,38,['JD Ryder' 'R Bishnoi' 'SP Goswami' 'JH Kallis'],['IK Pathan' 'VS Malik' 'YA Abdulla'],Sharjah Cricket Stadium
159,1254112,2,35,['Yuvraj Singh' 'K Goel'],['P Kumar' 'JH Kallis' 'JD Ryder'],Sharjah Cricket Stadium
160,1254111,1,39,['HH Gibbs' 'AC Gilchrist' 'AA Bilakhia'],['YK Pathan' 'MM Patel' 'RA Jadeja' 'SM Harwood'],Dubai International Cricket Stadium
161,1254111,2,30,['GC Smith' 'SA Asnodkar' 'LA Carseldine' 'NV Ojha' 'RA Jadeja'],['FH Edwards' 'RP Singh' 'DR Smith'],Dubai International Cricket Stadium
162,1254110,1,53,['M Vijay' 'ML Hayden' 'SK Raina'],['DP Nannes' 'A Nehra' 'PJ Sangwan'],Dubai International Cricket Stadium
163,1254110,2,49,['G Gambhir' 'DA Warner' 'AB de Villiers' 'TM Dilshan'],['JA Morkel' 'S Tyagi'],Dubai International Cricket Stadium
164,1254109,1,28,['BB McCullum' 'CH Gayle' 'BJ Hodge'],['RR Powar' 'IK Pathan' 'YA Abdulla' 'VS Malik'],Dubai International Cricket Stadium
165,1254109,2,51,['S Sohal' 'KC Sangakkara' 'SM Katich' 'DPMD Jayawardene'],['I Sharma' 'AB Dinda' 'CH Gayle' 'AB Agarkar'],Dubai International Cricket Stadium
166,1254108,1,25,['ST Jayasuriya' 'SR Tendulkar' 'AM Rahane' 'JP Duminy' 'DJ Bravo'],['P Kumar' 'JH Kallis' 'D du Preez'],Dubai International Cricket Stadium
167,1254108,2,51,['JH Kallis' 'W Jaffer' 'RV Uthappa'],['Z Khan' 'DJ Bravo' 'SL Malinga' 'AM Nayar'],Dubai International Cricket Stadium
168,1254107,1,53,['M Vijay' 'ML Hayden'],['RJ Harris' 'RP Singh' 'DR Smith' 'RG Sharma'],Sharjah Cricket Stadium
169,1254107,2,52,['AC Gilchrist' 'VVS Laxman' 'HH Gibbs' 'RG Sharma' 'DR Smith'],['JA Morkel' 'S Tyagi' 'L Balaji'],Sharjah Cricket Stadium
170,1254106,1,57,['NV Ojha' 'GC Smith'],['RR Powar' 'IK Pathan' 'S Sreesanth' 'YA Abdulla'],Sharjah Cricket Stadium
171,1254106,2,29,['S Sohal' 'K Goel' 'KC Sangakkara' 'SM Katich' 'DPMD Jayawardene'],['A Singh' 'SM Harwood' 'YK Pathan' 'SK Trivedi'],Sharjah Cricket Stadium
172,1254105,1,54,['MN van Wyk' 'BB McCullum'],['DP Nannes' 'A Nehra' 'A Mishra' 'PJ Sangwan'],Dubai International Cricket Stadium
173,1254105,2,57,['G Gambhir' 'DA Warner'],['I Sharma' 'AB Dinda' 'MC Henriques' 'BJ Hodge'],Dubai International Cricket Stadium
174,1254104,1,37,['AC Gilchrist' 'HH Gibbs' 'TL Suman' 'RG Sharma'],['SL Malinga' 'DS Kulkarni' 'Harbhajan Singh' 'DJ Bravo'],Dubai International Cricket Stadium
175,1254104,2,41,['ST Jayasuriya' 'SR Tendulkar' 'JP Duminy' 'PR Shah'],['RJ Harris' 'RP Singh' 'Harmeet Singh' 'DR Smith'],Dubai International Cricket Stadium
176,1254103,1,29,['JH Kallis' 'W Jaffer' 'RV Uthappa' 'R Dravid' 'V Kohli'],['A Singh' 'M Morkel' 'MM Patel' 'LA Carseldine'],Dubai International Cricket Stadium
177,1254103,2,31,['GC Smith' 'NV Ojha' 'LA Carseldine'],['P Kumar' 'JH Kallis' 'D du Preez'],Dubai International Cricket Stadium
178,1254102,1,57,['S Badrinath' 'SK Raina' 'ML Hayden'],['IK Pathan' 'S Sreesanth' 'YA Abdulla' 'VRV Singh'],Dubai International Cricket Stadium
179,1254102,2,53,['S Sohal' 'K Goel' 'SM Katich'],['JA Morkel' 'S Tyagi' 'MS Gony' 'M Muralitharan'],Dubai International Cricket Stadium
180,1254101,1,30,['L Ronchi' 'JP Duminy' 'PR Shah' 'SR Tendulkar'],['DP Nannes' 'A Nehra' 'PJ Sangwan'],Dubai International Cricket Stadium
181,1254101,2,36,['G Gambhir' 'DA Warner'],['SL Malinga' 'DS Kulkarni'],Dubai International Cricket Stadium
182,1254100,1,52,['AC Gilchrist' 'HH Gibbs' 'TL Suman'],['B Lee' 'IK Pathan' 'S Sreesanth'],Dubai International Cricket Stadium
183,1254100,2,45,['S Sohal' 'SM Katich' 'KC Sangakkara' 'Yuvraj Singh'],['RJ Harris' 'RP Singh' 'Shoaib Ahmed' 'RG Sharma' 'Y Venugopal Rao'],Dubai International Cricket Stadium
184,1254099,1,34,['GC Smith' 'NV Ojha' 'SA Asnodkar'],['JA Morkel' 'S Tyagi' 'L Balaji' 'JDP Oram'],"Zayed Cricket Stadium, Abu Dhabi"
185,1254099,2,37,['M Vijay' 'ML Hayden' 'SK Raina'],['YK Pathan' 'A Singh' 'SK Trivedi' 'SM Harwood'],"Zayed Cricket Stadium, Abu Dhabi"
186,1254098,1,46,['ST Jayasuriya' 'SR Tendulkar' 'AM Rahane'],['JH Kallis' 'R Vinay Kumar' 'A Mithun'],"Zayed Cricket Stadium, Abu Dhabi"
187,1254098,2,39,['JH Kallis' 'V Kohli' 'RV Uthappa' 'LRPL Taylor'],['DS Kulkarni' 'SL Malinga' 'DJ Bravo'],"Zayed Cricket Stadium, Abu Dhabi"
188,1254097,1,37,['BB McCullum' 'BJ Hodge' 'SC Ganguly' 'MN van Wyk' 'Yashpal Singh'],['A Nehra' 'DP Nannes' 'PJ Sangwan'],"Zayed Cricket Stadium, Abu Dhabi"
189,1254097,2,47,['G Gambhir' 'DA Warner'],['I Sharma' 'MC Henriques' 'AB Agarkar' 'SS Sarkar' 'BJ Hodge'],"Zayed Cricket Stadium, Abu Dhabi"
190,1254096,1,42,['TL Suman' 'AC Gilchrist' 'RG Sharma'],['M Morkel' 'MM Patel' 'YK Pathan' 'SK Trivedi'],"Zayed Cricket Stadium, Abu Dhabi"
191,1254096,2,30,['GC Smith' 'SA Asnodkar' 'LA Carseldine' 'NV Ojha'],['RP Singh' 'WPUJC Vaas' 'A Symonds'],"Zayed Cricket Stadium, Abu Dhabi"
192,1254095,1,38,['BB McCullum' 'SC Ganguly' 'AN Ghosh' 'DJ Hussey'],['R Vinay Kumar' 'JH Kallis'],"Zayed Cricket Stadium, Abu Dhabi"
193,1254095,2,46,['JD Ryder' 'JH Kallis'],['I Sharma' 'BAW Mendis' 'AB Agarkar' 'AD Mathews' 'DJ Hussey'],"Zayed Cricket Stadium, Abu Dhabi"
194,1254094,1,51,['S Sohal' 'SM Katich' 'IK Pathan' 'KC Sangakkara' 'Yuvraj Singh'],['SL Malinga' 'DS Kulkarni' 'DJ Bravo'],Dubai International Cricket Stadium
195,1254094,2,42,['ST Jayasuriya' 'DJ Bravo' 'AM Rahane' 'SR Tendulkar'],['B Lee' 'IK Pathan' 'S Sreesanth' 'PP Chawla'],Dubai International Cricket Stadium
196,1254093,1,56,['G Gambhir' 'DA Warner' 'TM Dilshan'],['RP Singh' 'WPUJC Vaas' 'A Symonds' 'Shoaib Ahmed'],Sharjah Cricket Stadium
197,1254093,2,50,['TL Suman' 'AC Gilchrist' 'RG Sharma' 'DB Ravi Teja'],['A Nehra' 'DP Nannes' 'PJ Sangwan'],Sharjah Cricket Stadium
198,1254092,1,52,['M Vijay' 'ML Hayden' 'SK Raina' 'MS Dhoni'],['A Kumble' 'R Vinay Kumar' 'P Kumar' 'JH Kallis'],Sharjah Cricket Stadium
199,1254092,2,33,['RV Uthappa' 'JH Kallis' 'R Dravid' 'LRPL Taylor' 'V Kohli'],['JA Morkel' 'S Tyagi' 'L Balaji'],Sharjah Cricket Stadium
200,1254091,1,42,['RJ Quiney' 'GC Smith'],['DS Kulkarni' 'SL Malinga' 'DJ Bravo' 'JP Duminy'],Sharjah Cricket Stadium
201,1254091,2,26,['DJ Bravo' 'YV Takawale' 'AM Rahane' 'SR Tendulkar' 'ST Jayasuriya'],['YK Pathan' 'MM Patel' 'SK Trivedi' 'SK Warne'],Sharjah Cricket Stadium
202,1254090,1,38,['G Gambhir' 'V Sehwag' 'TM Dilshan' 'AB de Villiers'],['B Lee' 'IK Pathan' 'PP Chawla' 'S Sreesanth'],Sharjah Cricket Stadium
203,1254090,2,37,['S Sohal' 'SM Katich' 'LA Pomersbach' 'Yuvraj Singh' 'KC Sangakkara'],['A Nehra' 'PJ Sangwan' 'MF Maharoof'],Sharjah Cricket Stadium
204,1254089,1,49,['ST Jayasuriya' 'DJ Bravo' 'JP Duminy'],['JA Morkel' 'S Tyagi'],"Zayed Cricket Stadium, Abu Dhabi"
205,1254089,2,35,['PA Patel' 'SK Raina' 'ML Hayden' 'S Badrinath'],['SL Malinga' 'DS Kulkarni' 'DJ Bravo'],"Zayed Cricket Stadium, Abu Dhabi"
206,1254088,1,31,['BB McCullum' 'SC Ganguly' 'BJ Hodge'],['RJ Harris' 'RP Singh' 'A Symonds'],"Zayed Cricket Stadium, Abu Dhabi"
207,1254088,2,50,['AC Gilchrist' 'HH Gibbs'],['I Sharma' 'Mashrafe Mortaza' 'M Kartik' 'BJ Hodge'],"Zayed Cricket Stadium, Abu Dhabi"
208,1254087,1,39,['S Sohal' 'SM Katich' 'LA Pomersbach' 'Yuvraj Singh' 'KC Sangakkara'],['RJ Harris' 'RP Singh' 'A Symonds'],"Zayed Cricket Stadium, Abu Dhabi"
209,1254087,2,46,['AC Gilchrist' 'HH Gibbs' 'TL Suman' 'A Symonds'],['B Lee' 'IK Pathan' 'S Sreesanth' 'RR Powar'],"Zayed Cricket Stadium, Abu Dhabi"
210,1254086,1,35,['G Gambhir' 'V Sehwag' 'AB de Villiers' 'TM Dilshan'],['MM Patel' 'A Singh' 'SK Trivedi'],"Narendra Modi Stadium, Ahmedabad"
211,1254086,2,24,['RJ Quiney' 'GC Smith' 'NV Ojha' 'J Botha'],['A Nehra' 'DP Nannes' 'AM Salvi' 'MF Maharoof'],"Narendra Modi Stadium, Ahmedabad"
212,1254085,1,54,['PA Patel' 'GJ Bailey'],['AB Dinda' 'Anureet Singh' 'AB Agarkar' 'M Kartik' 'BJ Hodge'],"Arun Jaitley Stadium, Delhi"
213,1254085,2,56,['BB McCullum' 'SC Ganguly' 'BJ Hodge'],['JA Morkel' 'S Tyagi' 'M Muralitharan'],"Arun Jaitley Stadium, Delhi"
214,1254084,1,37,['G Gambhir' 'V Sehwag' 'M Manhas' 'AB de Villiers'],['P Kumar' 'JH Kallis' 'B Akhil'],"Arun Jaitley Stadium, Delhi"
215,1254084,2,27,['RV Uthappa' 'JH Kallis' 'R Dravid'],['A Nehra' 'AM Salvi' 'MF Maharoof'],"Arun Jaitley Stadium, Delhi"
216,1254083,1,46,['NV Ojha' 'RJ Quiney' 'SA Asnodkar' 'NK Patel' 'J Botha' 'YK Pathan'],['BJ Hodge' 'CK Langeveldt' 'AB Dinda' 'AB Agarkar'],"Narendra Modi Stadium, Ahmedabad"
217,1254083,2,29,['BB McCullum' 'SC Ganguly' 'Yashpal Singh' 'BJ Hodge' 'DJ Hussey'],['MM Patel' 'A Singh'],"Narendra Modi Stadium, Ahmedabad"
218,1254082,1,50,['GJ Bailey' 'PA Patel' 'SK Raina'],['B Lee' 'IK Pathan' 'RR Powar' 'S Sreesanth'],"Narendra Modi Stadium, Ahmedabad"
219,1254082,2,29,['S Sohal' 'SM Katich' 'LA Pomersbach'],['MS Gony' 'T Thushara' 'M Muralitharan' 'R Ashwin'],"Narendra Modi Stadium, Ahmedabad"
220,1254081,1,30,"['ST Jayasuriya' 'JP Duminy' 'SR Tendulkar' 'Mohammad Ashraful'
 'AM Rahane']",['DP Nannes' 'AM Salvi' 'PJ Sangwan'],"Arun Jaitley Stadium, Delhi"
221,1254081,2,60,['G Gambhir' 'DA Warner' 'V Sehwag'],['SL Malinga' 'DS Kulkarni' 'RA Shaikh'],"Arun Jaitley Stadium, Delhi"
222,1254080,1,33,['JH Kallis' 'MK Pandey' 'RE van der Merwe'],['RJ Harris' 'RP Singh' 'A Symonds'],"Arun Jaitley Stadium, Delhi"
223,1254080,2,64,['AC Gilchrist' 'HH Gibbs'],['A Kumble' 'JH Kallis' 'P Kumar' 'RE van der Merwe'],"Arun Jaitley Stadium, Delhi"
224,1254079,1,49,['G Gambhir' 'DA Warner' 'V Sehwag' 'TM Dilshan'],['RJ Harris' 'RP Singh' 'PP Ojha'],"Narendra Modi Stadium, Ahmedabad"
225,1254079,2,84,['AC Gilchrist' 'HH Gibbs' 'AA Bilakhia'],['DP Nannes' 'A Nehra' 'PJ Sangwan' 'TM Dilshan' 'V Sehwag'],"Narendra Modi Stadium, Ahmedabad"
226,1254078,1,52,['PA Patel' 'ML Hayden'],['P Kumar' 'JH Kallis' 'R Vinay Kumar' 'A Kumble'],"Narendra Modi Stadium, Ahmedabad"
227,1254078,2,59,['JH Kallis' 'MK Pandey' 'RE van der Merwe' 'R Dravid'],['JA Morkel' 'MS Gony' 'SB Jakati'],"Narendra Modi Stadium, Ahmedabad"
228,1254077,1,31,['AC Gilchrist' 'TL Suman' 'HH Gibbs' 'A Symonds'],['A Kumble' 'P Kumar' 'JH Kallis' 'R Vinay Kumar'],"MA Chidambaram Stadium, Chepauk, Chennai"
229,1254077,2,36,['JH Kallis' 'MK Pandey' 'RE van der Merwe'],['RJ Harris' 'RP Singh' 'A Symonds'],"MA Chidambaram Stadium, Chepauk, Chennai"
230,1254076,1,38,['MK Tiwary' 'SC Ganguly' 'CA Pujara' 'BJ Hodge' 'OA Shah' 'AD Mathews'],['WPUJC Vaas' 'RP Singh' 'Jaskaran Singh'],"Wankhede Stadium, Mumbai"
231,1254076,2,62,['AC Gilchrist' 'VVS Laxman'],['CK Langeveldt' 'I Sharma' 'LR Shukla' 'M Kartik'],"Wankhede Stadium, Mumbai"
232,1254075,1,69,['ST Jayasuriya' 'SR Tendulkar' 'AP Tare'],['AD Mascarenhas' 'SW Tait' 'Kamran Khan' 'A Uniyal'],"Wankhede Stadium, Mumbai"
233,1254075,2,39,['GC Smith' 'NV Ojha' 'AA Jhunjhunwala'],['Z Khan' 'R McLaren' 'SL Malinga' 'AG Murtaza'],"Wankhede Stadium, Mumbai"
234,1254074,1,44,['RS Bopara' 'MS Bisla' 'KC Sangakkara' 'Yuvraj Singh'],['DP Nannes' 'MF Maharoof' 'PJ Sangwan'],"MA Chidambaram Stadium, Chepauk, Chennai"
235,1254074,2,39,['G Gambhir' 'V Sehwag' 'TM Dilshan' 'AB de Villiers'],['IK Pathan' 'S Sreesanth'],"MA Chidambaram Stadium, Chepauk, Chennai"
236,1254073,1,24,['JH Kallis' 'SP Goswami' 'MK Pandey' 'V Kohli'],['CK Langeveldt' 'I Sharma' 'AD Mathews' 'M Kartik'],"Wankhede Stadium, Mumbai"
237,1254073,2,61,['BJ Hodge' 'MK Tiwary'],['P Kumar' 'JH Kallis' 'DW Steyn' 'A Kumble'],"Wankhede Stadium, Mumbai"
238,1254072,1,57,['AC Gilchrist' 'VVS Laxman' 'HH Gibbs' 'A Symonds'],['JA Morkel' 'S Tyagi' 'M Muralitharan' 'R Ashwin'],"Wankhede Stadium, Mumbai"
239,1254072,2,34,['M Vijay' 'ML Hayden' 'SK Raina' 'S Badrinath' 'JM Kemp' 'MS Dhoni'],['WPUJC Vaas' 'RG Sharma' 'RP Singh' 'PP Ojha'],"Wankhede Stadium, Mumbai"
240,1254071,1,47,['SA Asnodkar' 'GC Smith' 'NV Ojha' 'YK Pathan'],['MF Maharoof' 'DP Nannes' 'A Mishra'],"MA Chidambaram Stadium, Chepauk, Chennai"
241,1254071,2,60,['G Gambhir' 'V Sehwag' 'TM Dilshan' 'AB de Villiers'],['AD Mascarenhas' 'SW Tait' 'MM Patel'],"MA Chidambaram Stadium, Chepauk, Chennai"
242,1254070,1,50,['RS Bopara' 'MS Bisla'],['P Kumar' 'DW Steyn' 'JH Kallis'],"MA Chidambaram Stadium, Chepauk, Chennai"
243,1254070,2,61,['MK Pandey' 'JH Kallis'],['IK Pathan' 'S Sreesanth' 'YA Abdulla'],"MA Chidambaram Stadium, Chepauk, Chennai"
244,1254069,1,31,['M Vijay' 'ML Hayden' 'SK Raina'],['SE Bond' 'I Sharma' 'AD Mathews' 'LR Shukla'],"Wankhede Stadium, Mumbai"
245,1254069,2,45,['BJ Hodge' 'SC Ganguly' 'MK Tiwary' 'WP Saha' 'OA Shah'],['JA Morkel' 'MS Gony' 'L Balaji'],"Wankhede Stadium, Mumbai"
246,1254068,1,67,['ST Jayasuriya' 'SR Tendulkar' 'AP Tare'],['DP Nannes' 'MF Maharoof' 'PJ Sangwan' 'S Ladda'],"Wankhede Stadium, Mumbai"
247,1254068,2,56,['TM Dilshan' 'V Sehwag' 'AB de Villiers'],['Z Khan' 'SL Malinga' 'DJ Bravo' 'KA Pollard'],"Wankhede Stadium, Mumbai"
248,1254067,1,31,['NV Ojha' 'MJ Lumb' 'DR Martyn'],['P Kumar' 'DW Steyn' 'R Vinay Kumar' 'JH Kallis'],"MA Chidambaram Stadium, Chepauk, Chennai"
249,1254067,2,59,['MK Pandey' 'JH Kallis'],['MM Patel' 'M Morkel' 'SK Warne'],"MA Chidambaram Stadium, Chepauk, Chennai"
250,1254066,1,52,['DA Warner' 'V Sehwag' 'TM Dilshan'],['JA Morkel' 'R Ashwin' 'Joginder Sharma' 'L Balaji'],"MA Chidambaram Stadium, Chepauk, Chennai"
251,1254066,2,56,['PA Patel' 'ML Hayden' 'S Badrinath'],['DP Nannes' 'UT Yadav' 'PJ Sangwan' 'R Bhatia'],"MA Chidambaram Stadium, Chepauk, Chennai"
252,1254065,1,56,['AC Gilchrist' 'VVS Laxman' 'HH Gibbs' 'A Symonds'],['IK Pathan' 'S Sreesanth' 'SJ Srivastava' 'PP Chawla'],"Wankhede Stadium, Mumbai"
253,1254065,2,27,['RS Bopara' 'MS Bisla' 'KC Sangakkara' 'Yuvraj Singh' 'DPMD Jayawardene'],['WPUJC Vaas' 'RP Singh' 'A Symonds'],"Wankhede Stadium, Mumbai"
254,1254064,1,56,['MJ Lumb' 'FY Fazal' 'NV Ojha' 'AA Jhunjhunwala'],['AB Dinda' 'I Sharma' 'SE Bond' 'AD Mathews'],"Wankhede Stadium, Mumbai"
255,1254064,2,38,['MK Tiwary' 'BJ Hodge' 'CA Pujara'],['YK Pathan' 'SW Tait' 'MM Patel' 'SK Trivedi'],"Wankhede Stadium, Mumbai"
256,1254063,1,45,['ST Jayasuriya' 'SR Tendulkar' 'AP Tare' 'SS Tiwary'],['P Kumar' 'DW Steyn' 'JH Kallis' 'R Vinay Kumar'],"MA Chidambaram Stadium, Chepauk, Chennai"
257,1254063,2,55,['MK Pandey' 'JH Kallis'],['Z Khan' 'SL Malinga' 'DJ Bravo' 'KA Pollard'],"MA Chidambaram Stadium, Chepauk, Chennai"
258,1254062,1,47,['MD Mishra' 'AC Gilchrist' 'HH Gibbs' 'A Symonds'],['A Mishra' 'DP Nannes' 'Y Nagar' 'S Ladda'],"MA Chidambaram Stadium, Chepauk, Chennai"
259,1254062,2,48,['DA Warner' 'V Sehwag' 'AB de Villiers'],['WPUJC Vaas' 'RP Singh' 'PP Ojha' 'RG Sharma'],"MA Chidambaram Stadium, Chepauk, Chennai"
260,1254061,1,38,['RS Bopara' 'IK Pathan' 'KC Sangakkara'],['JA Morkel' 'MS Gony' 'R Ashwin' 'L Balaji'],"Wankhede Stadium, Mumbai"
261,1254061,2,42,['PA Patel' 'ML Hayden'],['IK Pathan' 'RR Powar' 'SJ Srivastava' 'J Theron'],"Wankhede Stadium, Mumbai"
262,1254060,1,41,['CH Gayle' 'SC Ganguly'],['SL Malinga' 'Z Khan' 'R McLaren' 'DJ Bravo'],"MA Chidambaram Stadium, Chepauk, Chennai"
263,1254060,2,57,['S Dhawan' 'SR Tendulkar'],['SE Bond' 'I Sharma' 'CH Gayle'],"MA Chidambaram Stadium, Chepauk, Chennai"
264,1254059,1,38,['MK Pandey' 'JH Kallis' 'R Dravid'],['JA Morkel' 'S Tyagi' 'L Balaji'],"Wankhede Stadium, Mumbai"
265,1254059,2,29,['PA Patel' 'ML Hayden' 'GJ Bailey'],['P Kumar' 'DW Steyn' 'A Kumble' 'JH Kallis'],"Wankhede Stadium, Mumbai"
266,1254058,1,53,['MJ Lumb' 'NV Ojha' 'FY Fazal'],['IK Pathan' 'S Sreesanth' 'SJ Srivastava'],"MA Chidambaram Stadium, Chepauk, Chennai"
267,1254058,2,76,['RS Bopara' 'KC Sangakkara' 'MS Bisla'],['MM Patel' 'SW Tait' 'SK Warne'],"MA Chidambaram Stadium, Chepauk, Chennai"
268,1237181,1,51,['PA Patel' 'ML Hayden' 'SK Raina' 'S Badrinath'],['R McLaren' 'Z Khan' 'Harbhajan Singh' 'DJ Bravo'],Dubai International Cricket Stadium
269,1237181,2,63,['S Dhawan' 'SR Tendulkar'],['JA Morkel' 'L Balaji' 'Joginder Sharma'],Dubai International Cricket Stadium
270,1237180,1,55,['AC Gilchrist' 'VVS Laxman' 'HH Gibbs' 'A Symonds'],['S Narwal' 'AA Jhunjhunwala' 'SK Trivedi' 'SW Tait'],Sheikh Zayed Stadium
271,1237180,2,54,['MJ Lumb' 'NV Ojha'],['WPUJC Vaas' 'RP Singh' 'RG Sharma' 'R Sharma'],Sheikh Zayed Stadium
272,1237178,1,50,['CH Gayle' 'SC Ganguly' 'Mandeep Singh' 'MK Tiwary'],['B Lee' 'IK Pathan' 'SJ Srivastava' 'VS Malik'],Sheikh Zayed Stadium
273,1237178,2,42,['RS Bopara' 'MS Bisla' 'Yuvraj Singh' 'KC Sangakkara'],['SE Bond' 'AB Dinda' 'CH Gayle' 'AB Agarkar'],Sheikh Zayed Stadium
274,1237177,1,64,['DA Warner' 'V Sehwag' 'AB de Villiers' 'KD Karthik'],['P Kumar' 'DW Steyn' 'JH Kallis' 'R Vinay Kumar'],Dubai International Cricket Stadium
275,1237177,2,46,['MK Pandey' 'JH Kallis'],['DP Nannes' 'UT Yadav' 'PJ Sangwan'],Dubai International Cricket Stadium
276,1216547,1,58,['MJ Lumb' 'NV Ojha' 'FY Fazal'],['JA Morkel' 'T Thushara' 'M Muralitharan'],Dubai International Cricket Stadium
277,1216547,2,58,['M Vijay' 'ML Hayden' 'SK Raina'],['YK Pathan' 'S Narwal' 'SW Tait'],Dubai International Cricket Stadium
278,1216546,1,52,['S Dhawan' 'SR Tendulkar' 'DJ Bravo'],['KAJ Roach' 'Jaskaran Singh' 'PP Ojha' 'RP Singh'],Dubai International Cricket Stadium
279,1216546,2,50,['AC Gilchrist' 'HH Gibbs' 'MD Mishra' 'A Symonds'],['Harbhajan Singh' 'R McLaren' 'Z Khan' 'SL Malinga'],Dubai International Cricket Stadium
280,1216545,1,62,['DA Warner' 'V Sehwag' 'G Gambhir' 'KD Karthik' 'PD Collingwood'],['CH Gayle' 'CK Langeveldt' 'I Sharma' 'DJ Hussey'],Sheikh Zayed Stadium
281,1216545,2,36,['CH Gayle' 'SC Ganguly' 'Mandeep Singh' 'MK Tiwary' 'DJ Hussey'],['DP Nannes' 'AB McDonald' 'A Mishra'],Sheikh Zayed Stadium
282,1216544,1,48,['RS Bopara' 'SE Marsh' 'MS Bisla' 'DPMD Jayawardene'],['R McLaren' 'Z Khan' 'SL Malinga' 'Harbhajan Singh'],Dubai International Cricket Stadium
283,1216544,2,45,['S Dhawan' 'SR Tendulkar' 'KA Pollard'],['B Lee' 'SJ Srivastava' 'IK Pathan' 'VS Malik' 'PP Chawla'],Dubai International Cricket Stadium
284,1216543,1,52,['MK Pandey' 'JH Kallis' 'RV Uthappa'],['T Thushara' 'MS Gony' 'JA Morkel'],Dubai International Cricket Stadium
285,1216543,2,56,['M Vijay' 'ML Hayden'],['P Kumar' 'DW Steyn' 'A Kumble' 'JH Kallis'],Dubai International Cricket Stadium
286,1216542,1,52,['DA Warner' 'V Sehwag' 'G Gambhir' 'PD Collingwood' 'KM Jadhav'],['YK Pathan' 'S Narwal' 'AC Voges' 'SW Tait'],Dubai International Cricket Stadium
287,1216542,2,39,['MJ Lumb' 'NV Ojha' 'FY Fazal' 'AA Jhunjhunwala' 'AC Voges' 'YK Pathan'],['MF Maharoof' 'AB McDonald' 'A Mishra' 'UT Yadav'],Dubai International Cricket Stadium
288,1216541,1,46,['SC Ganguly' 'CH Gayle' 'CA Pujara'],['KAJ Roach' 'Jaskaran Singh' 'A Symonds' 'Harmeet Singh'],Sheikh Zayed Stadium
289,1216541,2,59,['HH Gibbs' 'AC Gilchrist' 'MD Mishra'],['MB Parmar' 'SE Bond' 'AB Agarkar' 'M Kartik'],Sheikh Zayed Stadium
290,1216540,1,41,['SE Marsh' 'MS Bisla' 'KC Sangakkara'],['P Kumar' 'R Vinay Kumar' 'DW Steyn' 'JH Kallis'],Sharjah Cricket Stadium
291,1216540,2,51,['MK Pandey' 'JH Kallis' 'KP Pietersen'],['B Lee' 'S Sreesanth' 'SJ Srivastava' 'PP Chawla'],Sharjah Cricket Stadium
292,1216539,1,66,['M Vijay' 'ML Hayden' 'SK Raina'],['YK Pathan' 'S Narwal' 'SW Tait' 'SR Watson' 'SB Wagh'],Dubai International Cricket Stadium
293,1216539,2,62,['MJ Lumb' 'NV Ojha'],['JA Morkel' 'DE Bollinger' 'S Tyagi'],Dubai International Cricket Stadium
294,1216538,1,53,['S Dhawan' 'SR Tendulkar'],['RG Sharma' 'RJ Harris' 'A Symonds' 'Jaskaran Singh'],Sharjah Cricket Stadium
295,1216538,2,40,['HH Gibbs' 'AC Gilchrist' 'VVS Laxman' 'A Symonds'],['Harbhajan Singh' 'SL Malinga' 'Z Khan' 'DJ Bravo'],Sharjah Cricket Stadium
296,1216537,1,53,['SC Ganguly' 'CH Gayle'],['IK Pathan' 'RR Powar' 'SJ Srivastava' 'J Theron'],Sheikh Zayed Stadium
297,1216537,2,69,['MS Bisla' 'DPMD Jayawardene' 'KC Sangakkara'],['SE Bond' 'JD Unadkat' 'M Kartik' 'CH Gayle'],Sheikh Zayed Stadium
298,1216536,1,54,['DA Warner' 'V Sehwag' 'G Gambhir' 'PD Collingwood'],['A Kumble' 'R Vinay Kumar' 'A Mithun' 'JH Kallis'],Dubai International Cricket Stadium
